datum,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti,kumulativni_pocet_testu,kumulativni_pocet_ag_testu,prirustkovy_pocet_nakazenych,prirustkovy_pocet_vylecenych,prirustkovy_pocet_umrti,prirustkovy_pocet_provedenych_testu,prirustkovy_pocet_provedenych_ag_testu,kumulativni_pocet_nove_nakazenych_primoinfekce,kumulativni_pocet_nove_nakazenych_reinfekce,prirustkovy_pocet_nove_nakazenych_primoinfekce,prirustkovy_pocet_nove_nakazenych_reinfekce
2020-12-26,675038,592185,11367,3672075,717130,3097,7801,125,8715,11646,674809,229,3093,4
2020-12-27,678905,599514,11475,3682558,729382,3867,7329,108,10483,12252,678673,232,3864,3
2020-12-28,690038,607976,11606,3710760,775341,11133,8462,131,28202,45959,689803,235,11130,3
2020-12-29,706326,612043,11738,3746835,806725,16288,4067,132,36075,31384,706081,245,16278,10
2020-12-30,723560,615289,11888,3782276,838597,17234,3246,150,35441,31872,723302,258,17221,13
2020-12-31,736982,626365,12017,3810183,857991,13422,11076,129,27907,19394,736715,267,13413,9
2021-01-01,740505,638639,12169,3816768,863432,3523,12274,152,6585,5441,740232,273,3517,6
2021-01-02,745582,649851,12321,3830217,879081,5077,11212,152,13449,15649,745307,275,5075,2
2021-01-03,751954,651992,12462,3845539,893539,6372,2141,141,15322,14458,751671,283,6364,8
2021-01-04,765093,654720,12614,3880720,949760,13139,2728,152,35181,56221,764798,295,13127,12
2021-01-05,782698,659016,12795,3924738,985027,17605,4296,181,44018,35267,782387,311,17589,16
2021-01-06,800718,663971,12959,3963789,1015069,18020,4955,164,39051,30042,800399,319,18012,8
2021-01-07,815867,678491,13146,4002763,1043568,15149,14520,187,38974,28499,815529,338,15130,19
2021-01-08,829157,694475,13343,4041526,1074818,13290,15984,197,38763,31250,828811,346,13282,8
2021-01-09,837726,710717,13508,4062610,1089280,8569,16242,165,21084,14462,837371,355,8560,9
2021-01-10,842134,719488,13692,4074929,1102046,4408,8771,184,12319,12766,841774,360,4403,5
2021-01-11,851700,721623,13856,4108939,1152817,9566,2135,164,34010,50771,851326,374,9552,14
2021-01-12,862627,728583,14033,4145301,1183351,10927,6960,177,36362,30534,862238,389,10912,15
2021-01-13,873669,734933,14197,4177676,1211814,11042,6350,164,32375,28463,873267,402,11029,13
2021-01-14,881886,752984,14378,4207983,1238151,8217,18051,181,30307,26337,881472,414,8205,12
2021-01-15,891318,770439,14542,4239181,1267442,9432,17455,164,31198,29291,890894,424,9422,10
2021-01-16,896625,785385,14698,4256572,1277655,5307,14946,156,17391,10213,896194,431,5300,7
2021-01-17,899313,798700,14856,4265410,1286610,2688,13315,158,8838,8955,898880,433,2686,2
2021-01-18,907127,811467,15016,4295225,1329067,7814,12767,160,29815,42457,906677,450,7797,17
2021-01-19,916849,816910,15173,4327025,1353059,9722,5443,157,31800,23992,916381,468,9704,18
2021-01-20,925171,821280,15321,4355773,1375845,8322,4370,148,28748,22786,924694,477,8313,9
2021-01-21,932844,833582,15473,4380918,1399315,7673,12302,152,25145,23470,932359,485,7665,8
2021-01-22,941443,844177,15609,4411319,1428138,8599,10595,136,30401,28823,940926,517,8567,32
2021-01-23,945748,853819,15752,4425457,1440750,4305,9642,143,14138,12612,945222,526,4296,9
2021-01-24,948206,861881,15897,4433350,1450951,2458,8062,145,7893,10201,947669,537,2447,11
2021-01-25,955313,870628,16037,4460621,1499091,7107,8747,140,27271,48140,954751,562,7082,25
2021-01-26,964627,874385,16180,4490072,1527455,9314,3757,143,29451,28364,964035,592,9284,30
2021-01-27,973270,877192,16340,4520561,1556413,8643,2807,160,30489,28958,972654,616,8619,24
2021-01-28,981410,886897,16476,4546383,1584944,8140,9705,136,25822,28531,980756,654,8102,38
2021-01-29,989561,895875,16628,4577722,1616656,8151,8978,152,31339,31712,988881,680,8125,26
2021-01-30,993689,903799,16754,4592153,1633427,4128,7924,126,14431,16771,992994,695,4113,15
2021-01-31,996333,910801,16875,4599793,1648498,2644,7002,121,7640,15071,995622,711,2628,16
2021-02-01,1003700,918492,17008,4627301,1705365,7367,7691,133,27508,56867,1002962,738,7340,27
2021-02-02,1012961,921722,17143,4657299,1739363,9261,3230,135,29998,33998,1012191,770,9229,32
2021-02-03,1022763,924437,17280,4689097,1772728,9802,2715,137,31798,33365,1021943,820,9752,50
2021-02-04,1030978,934294,17409,4716846,1807132,8215,9857,129,27749,34404,1030112,866,8169,46
2021-02-05,1039690,943304,17536,4748046,1844736,8712,9010,127,31200,37604,1038793,897,8681,31
2021-02-06,1044565,951046,17664,4762947,1862189,4875,7742,128,14901,17453,1043650,915,4857,18
2021-02-07,1047054,958010,17795,4770767,1879476,2489,6964,131,7820,17287,1046130,924,2480,9
2021-02-08,1054998,965814,17934,4796374,1936326,7944,7804,139,25607,56850,1054032,966,7902,42
2021-02-09,1065428,968793,18067,4827752,1973523,10430,2979,133,31378,37197,1064401,1027,10369,61
2021-02-10,1075100,971480,18201,4857683,2009316,9672,2687,134,29931,35793,1074030,1070,9629,43
2021-02-11,1084235,981344,18332,4885928,2044899,9135,9864,131,28245,35583,1083133,1102,9103,32
2021-02-12,1093190,990444,18476,4916994,2086778,8955,9100,144,31066,41879,1092052,1138,8919,36
2021-02-13,1098409,998906,18594,4933454,2106839,5219,8462,118,16460,20061,1097244,1165,5192,27
2021-02-14,1101355,1006585,18743,4941845,2127521,2946,7679,149,8391,20682,1100178,1177,2934,12
2021-02-15,1110394,1015108,18872,4970979,2192643,9039,8523,129,29134,65122,1109168,1226,8990,49
2021-02-16,1123144,1018280,19022,5005523,2237790,12750,3172,150,34544,45147,1121857,1287,12689,61
2021-02-17,1134225,1021010,19154,5038310,2281554,11081,2730,132,32787,43764,1132876,1349,11019,62
2021-02-18,1146086,1031513,19327,5072389,2327285,11861,10503,173,34079,45731,1144669,1417,11793,68
2021-02-19,1157508,1041144,19509,5109901,2377848,11422,9631,182,37512,50563,1156032,1476,11363,59
2021-02-20,1164388,1050352,19686,5128712,2399276,6880,9208,177,18811,21428,1162869,1519,6837,43
2021-02-21,1168524,1058644,19834,5138289,2425006,4136,8292,148,9577,25730,1166984,1540,4115,21
2021-02-22,1180118,1067780,20000,5172194,2501905,11594,9136,166,33905,76899,1178512,1606,11528,66
2021-02-23,1196121,1071298,20148,5213110,2558496,16003,3518,148,40916,56591,1194431,1690,15919,84
2021-02-24,1210106,1074465,20292,5253291,2615790,13985,3167,144,40181,57294,1208323,1783,13892,93
2021-02-25,1224876,1086702,20475,5293061,2674508,14770,12237,183,39770,58718,1223015,1861,14692,78
2021-02-26,1239869,1097875,20666,5334950,2736680,14993,11173,191,41889,62172,1237926,1943,14911,82
2021-02-27,1247812,1109002,20859,5358016,2764084,7943,11127,193,23066,27404,1245844,1968,7918,25
2021-02-28,1252488,1119749,21042,5369723,2792822,4676,10747,183,11707,28738,1250497,1991,4653,23
2021-03-01,1265014,1131333,21248,5404845,2887842,12526,11584,206,35122,95020,1262962,2052,12465,61
2021-03-02,1282017,1136105,21441,5449428,2961932,17003,4772,193,44583,74090,1279869,2148,16907,96
2021-03-03,1297469,1140177,21643,5490593,3039386,15452,4072,202,41165,77454,1295219,2250,15350,102
2021-03-04,1312322,1155760,21861,5530454,3132339,14853,15583,218,39861,92953,1309986,2336,14767,86
2021-03-05,1325692,1170740,22048,5573252,3232496,13370,14980,187,42798,100157,1323269,2423,13283,87
2021-03-06,1334977,1184850,22257,5595261,3269175,9285,14110,209,22009,36679,1332478,2499,9209,76
2021-03-07,1339079,1197940,22461,5606360,3305840,4102,13090,204,11099,36665,1336552,2527,4074,28
2021-03-08,1349925,1211151,22697,5639169,3484555,10846,13211,236,32809,178715,1347343,2582,10791,55
2021-03-09,1365462,1216626,22930,5679260,3658995,15537,5475,233,40091,174440,1362834,2628,15491,46
2021-03-10,1380242,1221483,23159,5720247,3841293,14780,4857,229,40987,182298,1377539,2703,14705,75
2021-03-11,1391674,1222236,23389,5755532,4036646,11432,753,230,35285,195353,1388916,2758,11377,55
2021-03-12,1406868,1223074,23602,5795294,4202509,15194,838,213,39762,165863,1404015,2853,15099,95
2021-03-13,1414020,1223448,23780,5813136,4253849,7152,374,178,17842,51340,1411128,2892,7113,39
2021-03-14,1417457,1223783,24009,5821423,4306230,3437,335,229,8287,52381,1414541,2916,3413,24
2021-03-15,1428277,1240990,24247,5854900,4547590,10820,17207,238,33477,241360,1425299,2978,10758,62
2021-03-16,1442508,1256639,24466,5892264,4754610,14231,15649,219,37364,207020,1439469,3039,14170,61
2021-03-17,1454752,1271436,24665,5926606,4954736,12244,14797,199,34342,200126,1451643,3109,12174,70
2021-03-18,1465623,1285308,24880,5957459,5154259,10871,13872,215,30853,199523,1462462,3161,10819,52
2021-03-19,1475512,1298955,25054,5989555,5316713,9889,13647,174,32096,162454,1472288,3224,9826,63
2021-03-20,1481116,1303959,25239,6006662,5365173,5604,5004,185,17107,48460,1477859,3257,5571,33
2021-03-21,1483583,1308018,25432,6014617,5417866,2467,4059,193,7955,52693,1480314,3269,2455,12
2021-03-22,1491971,1324024,25642,6044217,5677523,8388,16006,210,29600,259657,1488659,3312,8345,43
2021-03-23,1503178,1338886,25836,6077760,5906441,11207,14862,194,33543,228918,1499803,3375,11144,63
2021-03-24,1512192,1352239,26021,6105978,6123019,9014,13353,185,28218,216578,1508757,3435,8954,60
2021-03-25,1520220,1364785,26182,6133709,6334405,8028,12546,161,27731,211386,1516760,3460,8003,25
2021-03-26,1528118,1377161,26337,6160815,6499135,7898,12376,155,27106,164730,1524571,3547,7811,87
2021-03-27,1532170,1381466,26519,6173442,6539564,4052,4305,182,12627,40429,1528599,3571,4028,24
2021-03-28,1533978,1384873,26636,6179753,6584282,1808,3407,117,6311,44718,1530397,3581,1798,10
2021-03-29,1541042,1399519,26817,6206756,6857938,7064,14646,181,27003,273656,1537406,3636,7009,55
2021-03-30,1549814,1412291,26988,6235732,7091159,8772,12772,171,28976,233221,1546123,3691,8717,55
2021-03-31,1557191,1423396,27142,6261738,7313836,7377,11105,154,26006,222677,1553446,3745,7323,54
2021-04-01,1563563,1433230,27295,6286573,7568557,6372,9834,153,24835,254721,1559766,3797,6320,52
2021-04-02,1567495,1442696,27399,6301201,7622778,3932,9466,104,14628,54221,1563664,3831,3898,34
2021-04-03,1569707,1445736,27526,6309576,7660069,2212,3040,127,8375,37291,1565864,3843,2200,12
2021-04-04,1571698,1448332,27672,6316671,7696098,1991,2596,146,7095,36029,1567841,3857,1977,14
2021-04-05,1573167,1459540,27797,6324268,7756005,1469,11208,125,7597,59907,1569299,3868,1458,11
2021-04-06,1578859,1469447,27912,6349950,8157447,5692,9907,115,25682,401442,1574942,3917,5643,49
2021-04-07,1586033,1478180,28033,6377750,8422578,7174,8733,121,27800,265131,1582062,3971,7120,54
2021-04-08,1591410,1485373,28155,6400090,8657587,5377,7193,122,22340,235009,1587406,4004,5344,33
2021-04-09,1596329,1493008,28262,6422822,8819213,4919,7635,107,22732,161626,1592300,4029,4894,25
2021-04-10,1598599,1495376,28373,6433944,8862223,2270,2368,111,11122,43010,1594553,4046,2253,17
2021-04-11,1599618,1497397,28466,6439812,8916787,1019,2021,93,5868,54564,1595561,4057,1008,11
2021-04-12,1603580,1507036,28551,6461331,9212486,3962,9639,85,21519,295699,1599481,4099,3920,42
2021-04-13,1608770,1514805,28643,6485604,9473710,5190,7769,92,24273,261224,1604631,4139,5150,40
2021-04-14,1612558,1521550,28733,6506652,9708484,3788,6745,90,21048,234774,1608396,4162,3765,23
2021-04-15,1615906,1527728,28820,6524142,9936455,3348,6178,87,17490,227971,1611719,4187,3323,25
2021-04-16,1619193,1530273,28886,6543332,10087265,3287,2545,66,19190,150810,1614980,4213,3261,26
2021-04-17,1620777,1532386,28960,6553091,10128784,1584,2113,74,9759,41519,1616549,4228,1569,15
2021-04-18,1621645,1534176,29038,6559280,10189411,868,1790,78,6189,60627,1617409,4236,860,8
2021-04-19,1625044,1535777,29110,6580888,10491317,3399,1601,72,21608,301906,1620786,4258,3377,22
2021-04-20,1628917,1543662,29174,6603194,10747046,3873,7885,64,22306,255729,1624632,4285,3846,27
2021-04-21,1631926,1550028,29238,6622417,10979984,3009,6366,64,19223,232938,1627628,4298,2996,13
2021-04-22,1634606,1554697,29294,6640575,11213822,2680,4669,56,18158,233838,1630293,4313,2665,15
2021-04-23,1637270,1558947,29348,6658803,11372237,2664,4250,54,18228,158415,1632934,4336,2641,23
2021-04-24,1638612,1560427,29405,6668025,11418458,1342,1480,57,9222,46221,1634267,4345,1333,9
2021-04-25,1639474,1561635,29458,6673428,11474636,862,1208,53,5403,56178,1635119,4355,852,10
2021-04-26,1642139,1567300,29516,6694464,11780401,2665,5665,58,21036,305765,1637752,4387,2633,32
2021-04-27,1645433,1571532,29568,6714558,12038218,3294,4232,52,20094,257817,1641025,4408,3273,21
2021-04-28,1647972,1575156,29635,6734306,12276432,2539,3624,67,19748,238214,1643542,4430,2517,22
2021-04-29,1650252,1578251,29678,6753210,12515467,2280,3095,43,18904,239035,1645795,4457,2253,27
2021-04-30,1652480,1581371,29728,6772582,12674998,2228,3120,50,19372,159531,1647998,4482,2203,25
2021-05-01,1653687,1582448,29763,6782910,12710615,1207,1077,35,10328,35617,1649193,4494,1195,12
2021-05-02,1654219,1583295,29799,6788691,12780945,532,847,36,5781,70330,1649723,4496,530,2
2021-05-03,1656491,1587892,29839,6808384,13130621,2272,4597,40,19693,349676,1651971,4520,2248,24
2021-05-04,1658955,1591212,29884,6828145,13413406,2464,3320,45,19761,282785,1654415,4540,2444,20
2021-05-05,1660871,1594015,29921,6844829,13668024,1916,2803,37,16684,254618,1656315,4556,1900,16
2021-05-06,1662485,1596667,29965,6860748,13917160,1614,2652,44,15919,249136,1657911,4574,1596,18
2021-05-07,1664164,1599483,29994,6878732,14081711,1679,2816,29,17984,164551,1659575,4589,1664,15
2021-05-08,1664913,1600379,30026,6890869,14119911,749,896,32,12137,38200,1660315,4598,740,9
2021-05-09,1665321,1601093,30061,6896751,14188308,408,714,35,5882,68397,1660715,4606,400,8
2021-05-10,1666914,1604979,30094,6918977,14543173,1593,3886,33,22226,354865,1662293,4621,1578,15
2021-05-11,1668645,1607727,30127,6936437,14820977,1731,2748,33,17460,277804,1664009,4636,1716,15
2021-05-12,1669945,1610175,30160,6951708,15069014,1300,2448,33,15271,248037,1665298,4647,1289,11
2021-05-13,1671203,1612334,30182,6966026,15323343,1258,2159,22,14318,254329,1666540,4663,1242,16
2021-05-14,1672290,1614554,30200,6983415,15490575,1087,2220,18,17389,167232,1667607,4683,1067,20
2021-05-15,1672897,1615257,30216,6998482,15530601,607,703,16,15067,40026,1668208,4689,601,6
2021-05-16,1673171,1615871,30229,7005602,15597112,274,614,13,7120,66511,1668478,4693,270,4
2021-05-17,1674337,1618785,30252,7042092,15983194,1166,2914,23,36490,386082,1669628,4709,1150,16
2021-05-18,1675579,1620840,30266,7066780,16273370,1242,2055,14,24688,290176,1670853,4726,1225,17
2021-05-19,1676380,1622716,30283,7092069,16535283,801,1876,17,25289,261913,1671640,4740,787,14
2021-05-20,1677094,1624282,30300,7111408,16804438,714,1566,17,19339,269155,1672338,4756,698,16
2021-05-21,1677796,1625885,30313,7139089,17004045,702,1603,13,27681,199607,1673027,4769,689,13
2021-05-22,1678141,1626336,30324,7148992,17051872,345,451,11,9903,47827,1673367,4774,340,5
2021-05-23,1678344,1626770,30337,7153456,17119659,203,434,13,4464,67787,1673568,4776,201,2
2021-05-24,1679062,1628906,30343,7183747,17477714,718,2136,6,30291,358055,1674277,4785,709,9
2021-05-25,1679743,1630435,30351,7205124,17734934,681,1529,8,21377,257220,1674947,4796,670,11
2021-05-26,1680311,1631763,30362,7226938,17956361,568,1328,11,21814,221427,1675508,4803,561,7
2021-05-27,1680841,1632878,30378,7244254,18187123,530,1115,16,17316,230762,1676031,4810,523,7
2021-05-28,1681317,1634005,30385,7266231,18367356,476,1127,7,21977,180233,1676499,4818,468,8
2021-05-29,1681545,1634404,30391,7275199,18414344,228,399,6,8968,46988,1676724,4821,225,3
2021-05-30,1681664,1634739,30395,7279702,18474840,119,335,4,4503,60496,1676841,4823,117,2
2021-05-31,1682204,1636211,30405,7308077,18801597,540,1472,10,28375,326757,1677374,4830,533,7
2021-06-01,1682698,1637263,30412,7333824,19028614,494,1052,7,25747,227017,1677861,4837,487,7
2021-06-02,1683065,1638032,30417,7360095,19229866,367,769,5,26271,201252,1678221,4844,360,7
2021-06-03,1683512,1638723,30420,7386283,19442972,447,691,3,26188,213106,1678660,4852,439,8
2021-06-04,1683848,1639424,30427,7412917,19607530,336,701,7,26634,164558,1678994,4854,334,2
2021-06-05,1684006,1639684,30430,7424979,19646648,158,260,3,12062,39118,1679150,4856,156,2
2021-06-06,1684106,1639899,30434,7430912,19696187,100,215,4,5933,49539,1679250,4856,100,0
2021-06-07,1684412,1640803,30438,7462764,19958634,306,904,4,31852,262447,1679550,4862,300,6
2021-06-08,1684807,1641453,30444,7486326,20148396,395,650,6,23562,189762,1679941,4866,391,4
2021-06-09,1685077,1642023,30446,7516806,20321409,270,570,2,30480,173013,1680205,4872,264,6
2021-06-10,1685281,1642517,30452,7537686,20510534,204,494,6,20880,189125,1680403,4878,198,6
2021-06-11,1685468,1642948,30454,7565775,20663798,187,431,2,28089,153264,1680587,4881,184,3
2021-06-12,1685548,1643143,30458,7578109,20699998,80,195,4,12334,36200,1680664,4884,77,3
2021-06-13,1685591,1643286,30461,7584663,20742700,43,143,3,6554,42702,1680706,4885,42,1
2021-06-14,1685774,1643984,30461,7618444,20967349,183,698,0,33781,224649,1680887,4887,181,2
2021-06-15,1685994,1644450,30465,7646190,21135169,220,466,4,27746,167820,1681102,4892,215,5
2021-06-16,1686134,1644838,30466,7677050,21291928,140,388,1,30860,156759,1681236,4898,134,6
2021-06-17,1686307,1645146,30471,7706036,21475241,173,308,5,28986,183313,1681406,4901,170,3
2021-06-18,1686460,1645459,30474,7743354,21621746,153,313,3,37318,146505,1681556,4904,150,3
2021-06-19,1686527,1645603,30474,7756887,21657801,67,144,0,13533,36055,1681622,4905,66,1
2021-06-20,1686587,1645699,30475,7763859,21695241,60,96,1,6972,37440,1681681,4906,59,1
2021-06-21,1686714,1646144,30476,7794837,21893629,127,445,1,30978,198388,1681805,4909,124,3
2021-06-22,1686828,1646431,30479,7820066,22035725,114,287,3,25229,142096,1681918,4910,113,1
2021-06-23,1686950,1646654,30479,7844247,22173527,122,223,0,24181,137802,1682035,4915,117,5
2021-06-24,1687055,1646855,30483,7874009,22328026,105,201,4,29762,154499,1682136,4919,101,4
2021-06-25,1687191,1647052,30484,7902118,22450361,136,197,1,28109,122335,1682271,4920,135,1
2021-06-26,1687259,1647106,30486,7926034,22480409,68,54,2,23916,30048,1682338,4921,67,1
2021-06-27,1687318,1647173,30486,7933704,22513409,59,67,0,7670,33000,1682397,4921,59,0
2021-06-28,1687481,1647414,30486,7966194,22685582,163,241,0,32490,172173,1682555,4926,158,5
2021-06-29,1687647,1647584,30486,8010314,22786626,166,170,0,44120,101044,1682717,4930,162,4
2021-06-30,1687794,1647706,30488,8049494,22889005,147,122,2,39180,102379,1682857,4937,140,7
2021-07-01,1687971,1647835,30489,8098353,22972895,177,129,1,48859,83890,1683027,4944,170,7
2021-07-02,1688150,1647975,30491,8148108,23082619,179,140,2,49755,109724,1683195,4955,168,11
2021-07-03,1688278,1648035,30491,8185969,23124898,128,60,0,37861,42279,1683320,4958,125,3
2021-07-04,1688390,1648090,30493,8198778,23160025,112,55,2,12809,35127,1683429,4961,109,3
2021-07-05,1688525,1648226,30493,8211477,23196768,135,136,0,12699,36743,1683559,4966,130,5
2021-07-06,1688638,1648333,30493,8221151,23228084,113,107,0,9674,31316,1683670,4968,111,2
2021-07-07,1688925,1648466,30494,8244817,23288426,287,133,1,23666,60342,1683952,4973,282,5
2021-07-08,1689198,1648582,30494,8276448,23353464,273,116,0,31631,65038,1684214,4984,262,11
2021-07-09,1689496,1648699,30494,8314130,23452639,298,117,0,37682,99175,1684504,4992,290,8
2021-07-10,1689671,1648773,30494,8339882,23498601,175,74,0,25752,45962,1684669,5002,165,10
2021-07-11,1689834,1648866,30496,8354128,23552513,163,93,2,14246,53912,1684827,5007,158,5
2021-07-12,1690085,1649054,30496,8384486,23643810,251,188,0,30358,91297,1685071,5014,244,7
2021-07-13,1690416,1649219,30496,8415360,23708470,331,165,0,30874,64660,1685394,5022,323,8
2021-07-14,1690687,1649410,30496,8444599,23766342,271,191,0,29239,57872,1685653,5034,259,12
2021-07-15,1690916,1649570,30496,8481899,23849212,229,160,0,37300,82870,1685873,5043,220,9
2021-07-16,1691170,1649746,30498,8528673,23960549,254,176,2,46774,111337,1686118,5052,245,9
2021-07-17,1691371,1649841,30498,8561067,24014549,201,95,0,32394,54000,1686315,5056,197,4
2021-07-18,1691492,1649938,30499,8575099,24068310,121,97,1,14032,53761,1686433,5059,118,3
2021-07-19,1691719,1650091,30501,8605659,24155240,227,153,2,30560,86930,1686656,5063,223,4
2021-07-20,1692032,1650224,30501,8636310,24206730,313,133,0,30651,51490,1686956,5076,300,13
2021-07-21,1692276,1650535,30502,8665756,24260532,244,311,1,29446,53802,1687190,5086,234,10
2021-07-22,1692496,1650820,30502,8703936,24343421,220,285,0,38180,82889,1687403,5093,213,7
2021-07-23,1692695,1651087,30502,8751011,24464610,199,267,0,47075,121189,1687593,5102,190,9
2021-07-24,1692830,1651239,30502,8781920,24525526,135,152,0,30909,60916,1687721,5109,128,7
2021-07-25,1692914,1651390,30502,8797412,24580411,84,151,0,15492,54885,1687803,5111,82,2
2021-07-26,1693123,1651710,30502,8829415,24666827,209,320,0,32003,86416,1688005,5118,202,7
2021-07-27,1693387,1652038,30502,8864799,24725573,264,328,0,35384,58746,1688262,5125,257,7
2021-07-28,1693594,1652287,30502,8897801,24786388,207,249,0,33002,60815,1688464,5130,202,5
2021-07-29,1693813,1652538,30502,8937433,24868252,219,251,0,39632,81864,1688672,5141,208,11
2021-07-30,1693965,1652781,30502,8988899,24988978,152,243,0,51466,120726,1688813,5152,141,11
2021-07-31,1694082,1652925,30504,9026312,25047310,117,144,2,37413,58332,1688930,5152,117,0
2021-08-01,1694159,1653040,30506,9041482,25098931,77,115,2,15170,51621,1689007,5152,77,0
2021-08-02,1694317,1653341,30507,9075715,25187298,158,301,1,34233,88367,1689158,5159,151,7
2021-08-03,1694567,1653622,30507,9115468,25241860,250,281,0,39753,54562,1689401,5166,243,7
2021-08-04,1694780,1653845,30507,9146700,25296533,213,223,0,31232,54673,1689611,5169,210,3
2021-08-05,1694951,1654050,30508,9187211,25368278,171,205,1,40511,71745,1689777,5174,166,5
2021-08-06,1695136,1654235,30510,9240492,25478222,185,185,2,53281,109944,1689956,5180,179,6
2021-08-07,1695298,1654338,30510,9279140,25529746,162,103,0,38648,51524,1690113,5185,157,5
2021-08-08,1695406,1654442,30510,9298671,25581685,108,104,0,19531,51939,1690220,5186,107,1
2021-08-09,1695587,1654702,30511,9332590,25668872,181,260,1,33919,87187,1690396,5191,176,5
2021-08-10,1695855,1654895,30511,9370930,25724213,268,193,0,38340,55341,1690658,5197,262,6
2021-08-11,1696084,1655110,30512,9403728,25778369,229,215,1,32798,54156,1690881,5203,223,6
2021-08-12,1696279,1655292,30512,9442854,25851597,195,182,0,39126,73228,1691071,5208,190,5
2021-08-13,1696510,1655430,30512,9496795,25966066,231,138,0,53941,114469,1691294,5216,223,8
2021-08-14,1696653,1655522,30512,9536845,26026085,143,92,0,40050,60019,1691436,5217,142,1
2021-08-15,1696730,1655613,30515,9553273,26077605,77,91,3,16428,51520,1691513,5217,77,0
2021-08-16,1696957,1655846,30518,9588855,26158930,227,233,3,35582,81325,1691730,5227,217,10
2021-08-17,1697266,1656052,30519,9622788,26206661,309,206,1,33933,47731,1692030,5236,300,9
2021-08-18,1697485,1656267,30522,9654777,26256587,219,215,3,31989,49926,1692241,5244,211,8
2021-08-19,1697656,1656457,30524,9691487,26322920,171,190,2,36710,66333,1692408,5248,167,4
2021-08-20,1697835,1656631,30525,9738832,26429017,179,174,1,47345,106097,1692580,5255,172,7
2021-08-21,1697975,1656718,30525,9768900,26478086,140,87,0,30068,49069,1692715,5260,135,5
